Off,Text,,{[VALUE]}% Off,Giảm {[VALUE]}%,减 {[VALUE]}%,{[VALUE]}% 할인,{[VALUE]}% オフ,{[VALUE]}% Off,{[VALUE]}% de descuento,Diskon {[VALUE]}%,{[VALUE]}% indirim,{[VALUE]}% Rabatt,-{[VALUE]}%,{[VALUE]}% Off,Скидка {[VALUE]}%,ลด {[VALUE]}%,{[VALUE]}% छूट
"Once all pickup turns are used, the tray will be locked!",Text,,"Once all pickup turns are used, the tray will be locked!","Khi đã nhặt hết lượt, khay sẽ bị khóa!",取完所有次数后，托盘将被锁定！,모든 픽업 턴이 소모되면 트레이가 잠깁니다!,すべての取得回数を使い切るとトレイがロックされます！,"Uma vez que todas as tentativas de coleta sejam usadas, a bandeja será bloqueada!","¡Una vez que se usen todos los turnos de recogida, la bandeja se bloqueará!","Setelah semua giliran pengambilan habis, baki akan terkunci!",Tüm alma hakları kullanıldığında tepsi kilitlenir!,"Sobald alle Abholversuche aufgebraucht sind, wird das Tablett gesperrt!","Une fois tous les tours de ramassage utilisés, le plateau sera verrouillé !","Una volta utilizzati tutti i turni di prelievo, il vassoio verrà bloccato!","Когда все попытки забора исчерпаны, поднос будет заблокирован!",เมื่อใช้โอกาสหยิบครบถ้วนแล้ว ถาดจะถูกล็อค!,सभी पिकअप मोड़ उपयोग हो जाने पर ट्रे लॉक हो जाएगी!
Oven,Text,,Oven,Lò nướng,烤箱,오븐,オーブン,Forno,Horno,Oven,Fırın,Ofen,Four,Forno,Духовка,เตาอบ,ओवन
Over Mitts,Text,,Over Mitts,Găng tay lò nướng,烤箱手套,오븐 장갑,オーブンミット,Luvas de forno,Guantes de horno,Sarung Oven,Fırın Eldiveni,Ofenhandschuhe,Maniques,Guanti da forno,Прихватки,ถุงมือเตาอบ,ओवन मिट
Oyster,Text,,Oyster,Hàu,牡蛎,굴,牡蠣,Ostra,Ostra,Tiram,İstiridye,Auster,Huître,Ostrica,Устрица,หอยนางรม,ऑयस्टर
Pizza,Text,,Pizza,Bánh pizza,比萨,피자,ピザ,Pizza,Pizza,Pizza,Pizza,Pizza,Pizza,Pizza,Пицца,พิซซ่า,पिज्जा
Play,Text,,Play,Chơi,玩,플레이,プレイ,Jogar,Jugar,Mainkan,Oyna,Spielen,Jouer,Gioca,Играть,เล่น,खेलें
Please connect to the internet,Text,,Please connect to the internet,Vui lòng kết nối Internet,请连接到互联网,인터넷에 연결해주세요,インターネットに接続してください,Conecte-se à Internet,Conéctate a Internet,Harap sambungkan ke internet,Lütfen internete bağlanın,Bitte mit dem Internet verbinden,Veuillez vous connecter à Internet,Collegati a Internet,"Пожалуйста, подключитесь к Интернету",กรุณาเชื่อมต่ออินเทอร์เน็ต,कृपया इंटरनेट से जुड़ें
Pork Leg,Text,,Pork Leg,Chân giò heo,猪腿,돼지 다리,豚足,Pernil de porco,Pierna de cerdo,Kaki Babi,Domuz Bacağı,Schweinekeule,Jarret de porc,Coscia di maiale,Свиная ножка,ขาหมู,सुअर का पैर
Pork Skewers,Text,,Pork Skewers,Thịt xiên heo,猪肉串,돼지고기 꼬치,豚串,Espetinho de porco,Brochetas de cerdo,Sate Babi,Domuz Şişi,Schweinespieße,Brochette de porc,Spiedini di maiale,Свиной шашлык,หมูปิ้ง,सूअर के कटे टुकड़ों की सीख
Pretzel,Text,,Pretzel,Bánh xoắn,扭结饼,프레첼,プレッツェル,Pretzel,Pretzel,Pretzel,Pretzel,Brezel,Bretzel,Pretzel,Крендель,เพรทเซล,प्रेट्ज़ेल
Privacy Policy,Text,,Privacy Policy,Chính sách bảo mật,隐私政策,개인정보 보호정책,プライバシーポリシー,Política de Privacidade,Política de privacidad,Kebijakan Privasi,Gizlilik Politikası,Datenschutzrichtlinie,Politique de confidentialité,Politica sulla privacy,Политика конфиденциальности,นโยบายความเป็นส่วนตัว,गोपनीयता नीति
Quit,Text,,Quit,Thoát,退出,나가기,終了,Sair,Salir,Keluar,Çıkış,Beenden,Quitter,Esci,Выйти,ออก,छोड़ें
Rate,Text,,Rate,Đánh giá,评分,평가하기,評価する,Avaliar,Calificar,Nilai,Değerlendir,Bewerten,Noter,Valuta,Оценить,ให้คะแนน,रेट करें
Raw Meat,Text,,Raw Meat,Thịt sống,生肉,생고기,生肉,Carne crua,Carne cruda,Daging Mentah,Çiğ Et,Rohes Fleisch,Viande crue,Carne cruda,Сырое мясо,เนื้อดิบ,कच्चा मांस
Red Velvet,Text,,Red Velvet,Bánh nhung đỏ,红丝绒,레드벨벳,レッドベルベット,Veludo vermelho,Terciopelo rojo,Red Velvet,Red Velvet,Red Velvet,Velours rouge,Red Velvet,Красный бархат,เรดเวลเวต,रेड वेलवेट
Refill,Text,,Refill,Nạp lại,补充,리필,リフィル,Recarregar,Recargar,Isi ulang,Yenile,Nachfüllen,Recharger,Ricarica,Пополнить,เติมใหม่,पुनर्भरण
Refresh all items!,Text,,Refresh all items!,Làm mới tất cả món!,刷新所有物品！,모든 아이템 새로고침!,すべてのアイテムをリフレッシュ！,Atualizar todos os itens!,¡Refresca todos los ítems!,Segarkan semua item!,Tüm ürünleri yenile!,Alle Elemente aktualisieren!,Actualiser tous les objets !,Aggiorna tutti gli articoli!,Обновить все предметы!,รีเฟรชไอเท็มทั้งหมด!,सभी वस्तुएं रीफ़्रेश करें!
Remove an item from the plate,Text,,Remove an item from the plate,Gỡ một món khỏi đĩa,从盘子中移除一个物品,접시에서 아이템 하나 제거,皿からアイテムを取り除く,Remover um item do prato,Remover un elemento del plato,Hapus satu item dari piring,Tabaktan bir ögeyi çıkar,Ein Element vom Teller entfernen,Retirer un objet de l’assiette,Rimuovi un elemento dal piatto,Удалить предмет с тарелки,นำไอเท็มออกจากจาน,प्लेट से एक वस्तु हटाएं
Rescue Pack,Text,,Rescue Pack,Gói cứu trợ,救援包,구조 팩,レスキューパック,Pacote de resgate,Paquete de rescate,Paket Penyelamatan,Kurtarma Paketi,Rettungspaket,Pack de secours,Pacchetto di salvataggio,Спасательный набор,ชุดกู้ภัย,रेस्क्यू पैक
Restore,Text,,Restore,Khôi phục,恢复,복원,復元,Restaurar,Restaurar,Pulihkan,Geri Yükle,Wiederherstellen,Restaurer,Ripristina,Восстановить,กู้คืน,पुनर्स्थापित करें
Restore success!,Text,,Restore success!,Khôi phục thành công!,恢复成功！,복원 성공!,復元成功！,Restauração bem-sucedida!,¡Restauración exitosa!,Pemulihan berhasil!,Geri yükleme başarılı!,Wiederherstellung erfolgreich!,Restauration réussie !,Ripristino riuscito!,Восстановление успешно!,กู้คืนสำเร็จ!,पुनर्स्थापना सफल!
Retry,Text,,Retry,Thử lại,重试,재도전,リトライ,Tentar novamente,Intentar de nuevo,Coba lagi,Yeniden dene,Erneut versuchen,Recommencer,Riprova,Попробовать еще раз,ลองอีกครั้ง,पुनः प्रयास करें
Reward,Text,,Reward,Phần thưởng,奖励,보상,報酬,Recompensa,Recompensa,Hadiah,Ödül,Belohnung,Récompense,Ricompensa,Награда,รางวัล,इनाम
Roast Beef,Text,,Roast Beef,Thịt bò quay,烤牛肉,로스트비프,ローストビーフ,Carne assada,Carne asada,Daging Sapi Panggang,Rosto Sığır Eti,Roastbeef,Rôti de bœuf,Manzo arrosto,Ростбиф,เนื้ออบ,रोस्ट बीफ़
Russian,Text,,Russian,Tiếng Nga,俄语,러시아어,ロシア語,Russo,Ruso,Bahasa Rusia,Rusça,Russisch,Russe,Russo,Русский,รัสเซีย,रूसी
Sale,Text,,{[VALUE]}% Sale,Giảm {[VALUE]}%,特卖 {[VALUE]}%,세일 {[VALUE]}%,セール {[VALUE]}%,Promoção {[VALUE]}%,Venta {[VALUE]}%,Penjualan {[VALUE]}%,Satış {[VALUE]}%,Verkauf {[VALUE]}%,Soldes {[VALUE]}%,Sconto {[VALUE]}%,Распродажа {[VALUE]}%,ลดราคา {[VALUE]}%,बिक्री {[VALUE]}%
Salmon,Text,,Salmon,Cá hồi,三文鱼,연어,サーモン,Salmão,Salmón,Salmon,Somon,Lachs,Saumon,Salmone,Лосось,ปลาแซลมอน,सैल्मन
Sausage,Text,,Sausage,Xúc xích,香肠,소시지,ソーセージ,Salsicha,Salchicha,Sosis,Sucuk,Wurst,Saucisse,Salsiccia,Колбаса,ไส้กรอก,सॉसेज
Scallops,Text,,Scallops,Sò điệp,扇贝,가리비,ホタテ,Vieiras,Vieiras,Kerang,Deniz Tarağı,Jakobsmuscheln,Coquilles Saint-Jacques,Capesante,Морские гребешки,หอยเชลล์,स्कैलप्स
Sea Food,Text,,Sea Food,Hải sản,海鲜,해산물,シーフード,Frutos do mar,Mariscos,Makanan Laut,Deniz Ürünleri,Meeresfrüchte,Fruits de mer,Frutti di mare,Морепродукты,อาหารทะเล,समुद्री भोजन
Secret items hide their color until sorted correctly!,Text,,Secret items hide their color until sorted correctly!,Vật phẩm bí mật sẽ ẩn màu cho đến khi được sắp xếp đúng!,秘密物品会隐藏颜色，直到被正确分类！,비밀 아이템은 올바르게 정렬될 때까지 색을 숨깁니다!,秘密のアイテムは正しく並べるまで色が隠れています！,Itens secretos escondem sua cor até serem organizados corretamente!,¡Los objetos secretos ocultan su color hasta que sean ordenados correctamente!,Item rahasia menyembunyikan warnanya sampai diurutkan dengan benar!,Gizli eşyalar doğru şekilde sıralanana kadar rengini gizler!,"Geheime Gegenstände verbergen ihre Farbe, bis sie richtig sortiert werden!",Les objets secrets cachent leur couleur jusqu'à ce qu'ils soient correctement triés !,Gli oggetti segreti nascondono il loro colore fino a quando non saranno ordinati correttamente!,"Секретные предметы скрывают свой цвет, пока не будут отсортированы правильно!",ไอเท็มลับจะซ่อนสีของมันจนกว่าจะถูกจัดเรียงให้ถูกต้อง!,गुप्त वस्तुएँ तब तक अपना रंग छुपाती हैं जब तक उन्हें सही ढंग से नहीं छांटा जाता है!
Select any item to match,Text,,Select any item to match,Chọn bất kỳ vật phẩm nào để ghép,选择任意物品进行匹配,아이템을 선택하여 매치하세요,アイテムを選んでマッチさせよう,Selecione qualquer item para combinar,Selecciona cualquier objeto para emparejar,Pilih item apa pun untuk dicocokkan,Herhangi bir eşyayı eşleştirmek için seçin,"Ein beliebiges Element auswählen, um es zuzuordnen",Sélectionnez n’importe quel objet à associer,Seleziona qualsiasi oggetto da abbinare,Выберите любой предмет для совпадения,เลือกไอเท็มใดก็ได้เพื่อจับคู่,मेल खाने के लिए कोई भी वस्तु चुनें
Send,Text,,Send,Gửi,发送,보내기,送信,Enviar,Enviar,Kirim,Gönder,Senden,Envoyer,Invia,Отправить,ส่ง,भेजें
Set Completed!,Text,,Set Completed!,Hoàn thành bộ sưu tập!,套装完成,세트 완성!,セット完成,Conjunto Completo!,¡Colección completada!,Set Lengkap!,Set Tamamlandı!,Set abgeschlossen!,Série terminée !,Set completato!,Набор завершён!,ชุดเสร็จสมบูรณ์!,सेट पूरा हुआ!
Settings,Text,,Settings,Cài đặt,设置,설정,設定,Configurações,Configuraciones,Pengaturan,Ayarlar,Einstellungen,Paramètres,Impostazioni,Настройки,การตั้งค่า,सेटिंग्स
Shake,Text,,Shake,Lắc,摇动,흔들기,シェイク,Agitar,Agitar,Goyang,Salla,Schütteln,Secouer,Agita,Встряхнуть,เขย่า,हिलाएं
Shop,Text,,Shop,Cửa hàng,商店,상점,ショップ,Loja,Tienda,Toko,Mağaza,Shop,Magasin,Negozio,Магазин,ร้านค้า,दुकान
Show your love by giving 5 Stars!,Text,,Show your love by giving 5 Stars!,Thể hiện tình yêu của bạn bằng cách tặng 5 sao!,用五星好评展示你的爱！,별 5개로 사랑을 표현해보세요!,5つ星を付けて愛を伝えよう！,Mostre seu amor dando 5 estrelas!,¡Demuestra tu amor dando 5 estrellas!,Tunjukkan cintamu dengan memberi 5 bintang!,Beş Yıldız vererek sevgini göster!,Zeige deine Liebe mit 5 Sternen!,Montrez votre amour en donnant 5 étoiles !,Mostra il tuo amore con 5 stelle!,"Покажите свою любовь, поставив 5 звезд!",แสดงความรักของคุณโดยให้ 5 ดาว!,अपना प्यार दिखाएं - 5 स्टार दें!
Shrimp,Text,,Shrimp,Tôm,虾,새우,エビ,Camarão,Camarón,Udang,Karides,Garnele,Crevette,Gamberetto,Креветка,กุ้ง,झींगा
Shuffle,Text,,Shuffle,Xáo trộn,洗牌,섞기,シャッフル,Embaralhar,Barajar,Aduk,Karıştır,Mischen,Mélanger,Mescolare,Перемешать,สับเปลี่ยน,फेरबदल
Skewer Collection,Text,,Skewer Collection,Bộ sưu tập xiên,串收藏,꼬치 컬렉션,串コレクション,Coleção de Espetinhos,Colección de brochetas,Koleksi Sate,Şiş Koleksiyonu,Spießsammlung,Collection de brochettes,Collezione di spiedini,Коллекция шашлыков,ชุดสะสมไม้เสียบ,स्क्युअर कलेक्शन
Skip,Text,,Skip,Bỏ qua,跳过,건너뛰기,スキップ,Pular,Saltar,Lewati,Atla,Überspringen,Passer,Salta,Пропустить,ข้าม,आगे बढ़ें
So Close!,Text,,So Close!,Suýt nữa thôi!,差一点！,거의 다 왔어요!,もう少し！,Tão perto!,¡Qué cerca!,Hampir saja!,Çok Yaklaştın!,Fast geschafft!,Si près !,Così vicino!,Так близко!,เกือบสำเร็จแล้ว!,बहुत करीब!
Sort items to break ice layers. You can move the items once all the ice is cleared!,Text,,Sort items to break ice layers. You can move the items once all the ice is cleared!,Sắp xếp món để phá lớp băng. Có thể di chuyển món khi băng được phá hết!,排序物品以打破冰层。冰层清除后可移动物品！,아이템을 정리해 얼음을 깨세요. 얼음이 모두 녹으면 이동할 수 있습니다!,アイテムを並べて氷を壊そう。氷がすべて溶けたら動かせます！,Organize os itens para quebrar as camadas de gelo. Você poderá movê-los uma vez que todo o gelo seja destruído!,Ordena los objetos para romper las capas de hielo. Podrás moverlos cuando desaparezca todo el hielo!,Susun item untuk memecahkan lapisan es. Kamu bisa memindahkannya setelah semua es hilang!,Eşyaları buz katmanlarını kıracak şekilde sırala. Bütün buz temizlenince öğeleri hareket ettirebilirsin!,"Sortiere die Elemente, um die Eisschichten zu durchbrechen. Du kannst sie bewegen, wenn das gesamte Eis entfernt wurde!",Triez les objets pour briser les couches de glace. Vous pourrez les déplacer une fois la glace complètement disparue!,Ordina gli oggetti per rompere gli strati di ghiaccio. Puoi spostarli solo dopo aver eliminato tutto il ghiaccio!,"Отсортируйте предметы, чтобы разбить ледяные слои. Перемещать можно, когда весь лед исчезнет!",จัดไอเท็มเพื่อทลายน้ำแข็ง สามารถย้ายได้เมื่อแผ่นน้ำแข็งถูกทำลายทั้งหมด!,आइस लेयर तोड़ने के लिए वस्तुओं को छांटें। जब सारी बर्फ हट जाए तो आप उन्हें हिला सकते हैं।
Sort items to unlock the tray!,Text,,Sort items to unlock the tray!,Sắp xếp các món để mở khay!,整理物品以解锁托盘！,아이템을 정리하여 트레이를 여세요!,アイテムを並べてトレイを解除しよう！,Organize os itens para destravar a bandeja!,Ordena los objetos para desbloquear la bandeja!,Urutkan item untuk membuka baki!,Eşyaları sıralayıp tepsiyi aç!,"Ordne die Gegenstände, um das Tablett zu entsperren!",Triez les objets pour déverrouiller le plateau !,Ordina gli oggetti per sbloccare il vassoio!,"Собери предметы, чтобы открыть поднос!",จัดเรียงของเพื่อปลดล็อกถาด!,आइटम छाँटकर ट्रे अनलॉक करें!
Sort the bomb-tagged item within the number of moves shown on the bomb!,Text,,Sort the bomb-tagged item within the number of moves shown on the bomb!,Sắp xếp món có biểu tượng bom trong số lượt cho phép!,在炸弹显示的步数内排序带炸弹的物品！,폭탄에 표시된 횟수 안에 폭탄 아이템을 정리하세요!,ボムに表示された手数以内にボム付きアイテムを並べよう！,Organize o item marcado com bomba no número de movimentos indicados!,¡Ordena el objeto con bomba en el número de movimientos mostrados!,Susun item bertanda bom dalam jumlah langkah yang ditentukan!,Bombalı etiketi olan öğeyi belirtilen hamle sayısında sırala!,Sortiere den bombenmarkierten Gegenstand innerhalb der durch die Bombe angegebenen Züge!,Triez l'objet marqué de la bombe dans le nombre de déplacements indiqués!,Ordina l’oggetto con la bomba nel numero di mosse indicato!,Отсортируйте предмет с бомбой за указанное количество ходов!,จัดไอเท็มที่มีเครื่องหมายระเบิดให้ครบภายในจำนวนครั้งที่กำหนด!,बम-चिह्नित वस्तु को बम पर दिखाए गए चालों के भीतर छांटें!
Sort the correct items shown on the lid to unlock this tray!,Text,,Sort the correct items shown on the lid to unlock this tray!,Sắp xếp đúng món trên nắp để mở khóa khay này!,按盖子上显示的物品正确排序以解锁托盘！,뚜껑에 표시된 아이템을 맞게 정리해 트레이를 여세요!,フタに表示されたアイテムを正しく並べてこのトレイを解除しよう！,Organize os itens corretos mostrados na tampa para desbloquear esta bandeja!,¡Ordena los objetos mostrados en la tapa para desbloquear esta bandeja!,Susun item yang ditunjukkan pada tutup untuk membuka baki ini!,Kapakta gösterilen doğru ürünleri sıralayıp tepsinin kilidini aç!,"Sortiere die richtigen Gegenstände wie auf dem Deckel angezeigt, um dieses Tablett zu entsperren!",Triez les bons objets indiqués sur le couvercle pour déverrouiller ce plateau !,Ordina i giusti oggetti mostrati sul coperchio per sbloccare il vassoio!,"Отсортируйте нужные предметы, показанные на крышке, чтобы разблокировать этот поднос!",จัดเรียงไอเท็มที่ถูกต้องตามที่แสดงบนฝาเพื่อปลดล็อกถาดนี้!,ढक्कन पर दिखाए गए सही वस्तुओं को छांटें ताकि यह ट्रे अनलॉक हो सके!
Sort the items with matching key to unlock the locked tray!,Text,,Sort the items with matching key to unlock the locked tray!,Sắp xếp đúng vật có chìa khóa để mở khay khóa!,使用匹配钥匙的物品排序以解锁锁定托盘！,열쇠와 일치하는 아이템을 정리해 잠긴 트레이를 여세요!,鍵に対応するアイテムを並べてロックされたトレイを解除しよう！,Organize os itens com chave correspondente para desbloquear a bandeja trancada!,¡Ordena los objetos con llave correspondiente para desbloquear la bandeja bloqueada!,Susun item dengan kunci yang cocok untuk membuka baki terkunci!,Anahtarlı eşyaları sıralayıp kilitli tepsiyi açın!,"Sortiere die Gegenstände mit passendem Schlüssel, um das Tablett zu entsperren!",Triez les objets avec la clé correspondante pour déverrouiller le plateau verrouillé !,Ordina gli oggetti con la chiave corrispondente per sbloccare il vassoio bloccato!,"Отсортируйте предметы с подходящим ключом, чтобы открыть заблокированный поднос!",จัดเรียงไอเท็มที่มีลูกกุญแจให้ตรงกันเพื่อปลดล็อกถาดที่ถูกล็อก!,मिलती हुई चाबी वाली वस्तुओं को छांटें ताकि लॉक की गई ट्रे अनलॉक हो सके!
Sound,Text,,Sound,Âm thanh,声音,사운드,サウンド,Som,Sonido,Suara,Ses,Ton,Son,Suono,Звук,เสียง,ध्वनि
Spanish,Text,,Spanish,Tiếng Tây Ban Nha,西班牙语,스페인어,スペイン語,Espanhol,Español,Bahasa Spanyol,İspanyolca,Spanisch,Espagnol,Spagnolo,Испанский,สเปน,स्पेनिश
Spatula,Text,,Spatula,Xẻng lật,铲子,주걱,スパチュラ,Espátula,Espátula,Spatula,Spatula,Spatel,Spatule,Spatola,Лопатка,พาย,स्पैटुला
Squid,Text,,Squid,Mực,鱿鱼,오징어,イカ,Lula,Calamar,Cumi,Kalamar,Tintenfisch,Calmar,Calamaro,Кальмар,ปลาหมึก,स्क्विड
Star Chest,Text,,Star Chest,Rương sao,星箱,별 상자,スター チェスト,Baú de Estrelas,Cofre de Estrellas,Peti Bintang,Yıldız Sandığı,Sternentruhe,Coffre étoilé,Baule stellare,Сундук со звездами,หีบดาว,सितारा संदूक
Starter,Text,,Starter,Khởi đầu,入门,스타터,スターター,Iniciante,Principiante,Pemula,Başlangıç,Starter,Entrée,Principiante,Начальный,เริ่มต้น,शुरुआत
Starter Bundle,Text,,Starter Bundle,Gói khởi đầu,新手礼包,스타터 번들,スターターバンドル,Pacote Inicial,Paquete Inicial,Paket Pemula,Başlangıç Paketi,Starterpaket,Coffret de Démarrage,Pacchetto Iniziale,Стартовый набор,ชุดเริ่มต้น,प्रारंभिक बंडल
Steak,Text,,Steak,Bít tết,牛排,스테이크,ステーキ,Bife,Bistec,Steak,Biftek,Steak,Steak,Bistecca,Стейк,สเต็ก,स्टेक
Strawberry,Text,,Strawberry,Dâu tây,草莓,딸기,いちご,Morango,Fresa,Stroberi,Çilek,Erdbeere,Fraise,Fragola,Клубника,สตรอว์เบอร์รี่,स्ट्रॉबेरी
Sweets,Text,,Sweets,Đồ ngọt,甜食,과자,スイーツ,Doces,Dulces,Permen,Tatlılar,Süßigkeiten,Bonbons,Dolci,Сладости,ขนมหวาน,मिठाइयाँ
Tacos,Text,,Tacos,Bánh taco,玉米饼,타코,タコス,Tacos,Tacos,Taco,Tako,Tacos,Tacos,Tacos,Тако,ทาโก้,टाको
Tap To Claim,Text,,Tap To Claim,Chạm để nhận,点击领取,탭하여 받기,タップして受け取る,Toque para resgatar,Toca para reclamar,Ketuk untuk klaim,Dokun ve al,"Tippen, um abzuholen",Touchez pour réclamer,Tocca per riscattare,"Нажмите, чтобы получить",แตะเพื่อรับ,टैप करें प्राप्त करने के लिए
Tap To Continue,Text,,Tap To Continue,Chạm để tiếp tục,点击继续,탭하여 계속,タップして続行,Toque para continuar,Toca para continuar,Ketuk untuk melanjutkan,Devam etmek için dokunun,Zum Fortfahren tippen,Touchez pour continuer,Tocca per continuare,"Нажмите, чтобы продолжить",แตะเพื่อดำเนินการต่อ,जारी रखने के लिए टैप करें
Tea Bag,Text,,Tea Bag,Túi trà,茶包,티백,ティーバッグ,Saquinho de Chá,Bolsa de té,Kantong Teh,Çay Poşeti,Teebeutel,Sachet de thé,Bustina di tè,Пакетик чая,ถุงชา,टी बैग
Tea Time,Text,,Tea Time,Giờ trà,茶歇时间,티타임,ティータイム,Hora do Chá,Hora del té,Waktu minum teh,Çay Saati,Teestunde,Heure du thé,Ora del tè,Чаепитие,เวลาน้ำชา,चाय का समय
Thai,Text,,Thai,Tiếng Thái,泰语,태국어,タイ語,Tailandês,Tailandés,Bahasa Thai,Tayca,Thailändisch,Thaï,Tailandese,Тайский,ไทย,थाई
Thank you for your rating!,Text,,Thank you for your rating!,Cảm ơn bạn đã đánh giá!,感谢您的评分！,평가해 주셔서 감사합니다!,評価してくれてありがとう！,Obrigado pela avaliação!,¡Gracias por tu valoración!,Terima kasih atas penilaianmu!,Değerlendirmen için teşekkürler!,Danke für deine Bewertung!,Merci pour votre note !,Grazie per la valutazione!,Спасибо за вашу оценку!,ขอบคุณสำหรับการให้คะแนน!,आपकी रेटिंग के लिए धन्यवाद!
Toaster,Text,,Toaster,Máy nướng bánh mì,烤面包机,토스터,トースター,Torradeira,Tostadora,Pemanggang roti,Ekmek Kızartma Makinesi,Toaster,Grille-pain,Tostapane,Тостер,เครื่องปิ้งขนมปัง,टूस्टर
Trays on conveyor moves continuously!,Text,,Trays on conveyor moves continuously!,Các khay trên băng chuyền di chuyển liên tục!,传送带上的托盘会持续移动！,컨베이어 위의 트레이가 계속 움직입니다!,コンベア上のトレイは動き続けます！,As bandejas na esteira se movem continuamente!,¡Las bandejas en la cinta transportadora se mueven continuamente!,Baki di atas konveyor bergerak terus-menerus!,Konveyör üzerindeki tepsiler sürekli hareket ediyor!,Die Tabletts bewegen sich auf dem Förderband kontinuierlich!,Les plateaux sur le convoyeur bougent en continu !,I vassoi sul nastro trasportatore si muovono continuamente!,Лотки на конвейере двигаются непрерывно!,ถาดบนสายพานเคลื่อนที่อย่างต่อเนื่อง!,कन्वेयर पर ट्रे लगातार चलती रहती है!
Turkish,Text,,Turkish,Tiếng Thổ Nhĩ Kỳ,土耳其语,터키어,トルコ語,Turco,Turco,Bahasa Turki,Türkçe,Türkisch,Turc,Turco,Турецкий,ตุรกี,तुर्की
Ultra Bundle,Text,,Ultra Bundle,Gói tối thượng,终极礼包,울트라 번들,ウルトラバンドル,Pacote Ultra,Paquete Ultra,Bundel Ultra,Ultra Paket,Ultra-Paket,Coffret Ultra,Pacchetto Ultra,Ультра-набор,แพ็คเกจอัลตร้า,अल्ट्रा बंडल
Undo,Text,,Undo,Hoàn tác,撤销,실행 취소,元に戻す,Desfazer,Deshacer,Urungkan,Geri Al,Rückgängig machen,Annuler,Annulla,Отменить,เลิกทำ,पूर्ववत करें
Undo is not available,Text,,Undo is not available,Không thể hoàn tác,无法撤销,실행 취소를 사용할 수 없습니다,元に戻すことはできません,Desfazer não está disponível,Deshacer no está disponible,Urungkan tidak tersedia,Geri alma kullanılamıyor,Rückgängig ist nicht verfügbar,Annuler n’est pas disponible,Annulla non disponibile,Отмена недоступна,ไม่สามารถเลิกทำได้,पूर्ववत उपलब्ध नहीं है
Unlimited life in:,Text,,Unlimited life in:,Sinh mạng không giới hạn sau:,无限生命还剩：,무제한 생명까지:,無制限ライフまで:,Vida ilimitada em:,Vida ilimitada en:,Nyawa tanpa batas dalam:,Sınırsız can için:,Unbegrenztes Leben in:,Vie illimitée dans :,Vita illimitata tra:,Неограниченные жизни через:,ชีวิตไม่จำกัดในอีก:,असीमित जीवन शुरू होने में:
Unlock another plate!,Text,,Unlock another plate!,Mở khóa thêm một đĩa!,解锁另一个盘子！,다른 접시를 잠금 해제하세요!,もう1枚皿をアンロック！,Desbloquear outro prato!,¡Desbloquea otro plato!,Buka piring tambahan!,Başka bir tabak aç!,Schalte einen weiteren Teller frei!,Débloquez une autre assiette !,Sblocca un altro piatto!,Откройте еще одну тарелку!,ปลดล็อกจานอีกใบ!,एक और प्लेट अनलॉक करें!
Unlock another tray!,Text,,Unlock another tray!,Mở khóa thêm một khay!,解锁另一个托盘！,다른 트레이를 잠금 해제하세요!,もう1つトレイをアンロック！,Desbloquear outra bandeja!,¡Desbloquea otra bandeja!,Buka baki tambahan!,Başka bir tepsi aç!,Schalte ein weiteres Tablett frei!,Débloquez un autre plateau !,Sblocca un altro vassoio!,Откройте еще один поднос!,ปลดล็อกถาดอีกใบ!,एक और ट्रे अनलॉक करें!
Unlock at level,Text,,Unlock at level {[VALUE]},Mở khóa ở cấp {[VALUE]},在 {[VALUE]} 级解锁,{[VALUE]} 레벨에서 잠금 해제,{[VALUE]} レベルでアンロック,Desbloquear no nível {[VALUE]},¡Desbloquea al nivel {[VALUE]}!,Buka di level {[VALUE]},{[VALUE]} seviyede açılır,Auf Stufe {[VALUE]} freischalten,Déverrouillez au niveau {[VALUE]},Sblocca al livello {[VALUE]},Откройте на уровне {[VALUE]},ปลดล็อกที่ระดับ {[VALUE]},लेवल {[VALUE]} पर अनलॉक करें
Unlock the tray!,Text,,Unlock the tray!,Mở khóa khay!,解锁托盘！,트레이 잠금 해제!,トレイをアンロック！,Desbloquear a bandeja!,¡Desbloquea la bandeja!,Buka baki!,Tepsiyi aç!,Schalte das Tablett frei!,Déverrouillez le plateau !,Sblocca il vassoio!,Откройте поднос!,ปลดล็อกถาด!,ट्रे अनलॉक करें!
Unlock!,Text,,Unlock!,Mở khóa!,解锁！,잠금 해제!,アンロック！,Desbloquear!,¡Desbloquear!,Buka kunci!,Kilit Aç!,Freischalten!,Déverrouiller!,Sblocca!,Разблокировать!,ปลดล็อก!,अनलॉक करें!
Use your extra stars to open chest!,Text,,Use your extra stars to open chest!,Dùng sao dư để mở rương!,使用多余的星星来打开宝箱！,남은 별을 사용해 상자를 여세요!,余ったスターで宝箱を開けよう！,Use suas estrelas extras para abrir o baú!,¡Usa tus estrellas extra para abrir el cofre!,Gunakan bintang ekstra Anda untuk membuka peti!,Fazladan yıldızlarını sandığı açmak için kullan!,"Benutze zusätzliche Sterne, um die Truhe zu öffnen!",Utilisez vos étoiles supplémentaires pour ouvrir le coffre !,Usa le stelle extra per aprire il forziere!,"Используйте лишние звезды, чтобы открыть сундук!",ใช้ดาวพิเศษเพื่อเปิดหีบ!,अपने अतिरिक्त सितारों का उपयोग करके चेस्ट खोलें!
