Select any item to match,Text,,Select any item to match,Chọn bất kỳ món nào để ghép,选择任意物品进行匹配,아이템을 선택하여 매치하세요,アイテムを選んでマッチさせよう,Selecione qualquer item para combinar,Selecciona cualquier objeto para emparejar,Válassz ki bármilyen elemet a párosításhoz,Eşleşmek için herhangi bir öğeyi seçin,Ein beliebiges Element auswählen, um es zuzuordnen,Sélectionnez n’importe quel objet à associer,Seleziona qualsiasi oggetto da abbinare,Выберите любой предмет для совпадения,เลือกไอเท็มใดก็ได้เพื่อจับคู่,मेल खाने के लिए कोई भी वस्तु चुनें
Send,Text,,Send,Gửi,发送,보내기,送信,Enviar,Enviar,Küldés,Gönder,Senden,Envoyer,Invia,Отправить,ส่ง,भेजें
Set Completed!,Text,,Set Completed!,Hoàn thành bộ sưu tập!,套装完成！,세트 완성!,セット完成！,Conjunto Completo!,¡Colección completada!,Készlet teljes!,Set Tamamlandı!,Set abgeschlossen!,Série terminée !,Set completato!,Набор завершён!,ชุดเสร็จสมบูรณ์!,सेट पूरा हुआ!
Settings,Text,,Settings,Cài đặt,设置,설정,設定,Configurações,Configuraciones,Beállítások,Ayarlar,Einstellungen,Paramètres,Impostazioni,Настройки,การตั้งค่า,सेटिंग्स
Shake,Text,,Shake,Lắc,摇动,흔들기,シェイク,Agitar,Agitar,Rázás,Salla,Schütteln,Secouer,Agita,Встряхнуть,เขย่า,हिलाएं
Shop,Text,,Shop,Cửa hàng,商店,상점,ショップ,Loja,Tienda,Bolt,Mağaza,Shop,Magasin,Negozio,Магазин,ร้านค้า,दुकान
Show your love by giving 5 Stars !,Text,,Show your love by giving 5 Stars !,Thể hiện tình yêu của bạn bằng cách tặng 5 sao!,用五星好评展示你的爱！,별 5개로 사랑을 표현해보세요!,5 つ星を付けて愛を伝えよう！,Mostre seu amor dando 5 estrelas!,¡Demuestra tu amor dando 5 estrellas!,Mutasd ki szereteted 5 csillaggal!,Beş Yıldız vererek sevgini göster!,Zeige deine Liebe mit 5 Sternen!,Montrez votre amour en donnant 5 étoiles !,Mostra il tuo amore con 5 stelle!,Покажите свою любовь, поставив 5 звезд!,แสดงความรักของคุณโดยให้ 5 ดาว!,अपना प्यार दिखाएं - 5 स्टार दें!
Show your love by giving 5 Stars!,Text,,Show your love by giving 5 Stars!,Thể hiện tình yêu của bạn bằng cách tặng 5 sao!,用五星好评展示你的爱！,별 5개로 사랑을 표현해보세요!,5つ星を付けて愛を伝えよう！,Mostre seu amor dando 5 estrelas!,¡Demuestra tu amor dando 5 estrellas!,Mutasd ki szereteted 5 csillaggal!,Beş Yıldız vererek sevgini göster!,Zeige deine Liebe mit 5 Sternen!,Montrez votre amour en donnant 5 étoiles !,Mostra il tuo amore con 5 stelle!,Покажите свою любовь, поставив 5 звезд!,แสดงความรักของคุณโดยให้ 5 ดาว!,अपना प्यार दिखाएं - 5 स्टार दें!
Shrimp,Text,,Shrimp,Tôm,虾,새우,エビ,Camarão,Camarón,Rák,Gamberetto,Karides,Garnele,Crevette,Gamberetto,Креветка,กุ้ง,झींगा
Shuffle,Text,,Shuffle,Xáo trộn,洗牌,섞기,シャッフル,Embaralhar,Barajar,Keverés,Karıştır, Mischen,Mélanger,Mescolare,Перемешать,สับเปลี่ยน,फेरबदल
Skewer Collection,Text,,Skewer Collection,Bộ sưu tập xiên,串收藏,꼬치 컬렉션,串コレクション,Coleção de Espetinhos,Colección de brochetas,Nyársgyűjtemény,Şiş Koleksiyonu,Spießsammlung,Collection de brochettes,Collezione di spiedini,Коллекция шашлыков,ชุดสะสมไม้เสียบ,स्क्युअर कलेक्शन
So Close!,Text,,So Close!,Suýt nữa thôi!,差一点！,거의 다 왔어요!,もう少し！,Tão perto!,¡Qué cerca!,Majdnem sikerült!,Çok Yaklaştın!,Fast geschafft!,Si près !,Così vicino!,Так близко!,เกือบสำเร็จแล้ว!,बहुत करीब!
Sort items to break ice layers. You can move the items once all the ice is cleared!,Text,,Sort items to break ice layers. You can move the items once all the ice is cleared!,Sắp xếp món để phá lớp băng. Có thể di chuyển món khi băng được phá hết!,排序物品以打破冰层。冰层清除后可移动物品！,아이템을 정리해 얼음을 깨세요. 얼음이 모두 녹으면 이동할 수 있습니다!,アイテムを並べて氷を壊そう。氷がすべて溶けたら動かせます！,Organize os itens para quebrar as camadas de gelo. Você poderá movê-los uma vez que todo o gelo seja destruído!,Ordena los objetos para romper las capas de hielo. Podrás moverlos cuando desaparezca todo el hielo!,Rendezd a tárgyakat, hogy feltörd a jégrétegeket. Mozgatni csak akkor tudod őket, ha minden jég eltűnt!,Eşyaları buz katmanlarını kıracak şekilde sırala. Bütün buz temizlenince öğeleri hareket ettirebilirsin!,Sortiere die Elemente, um die Eisschichten zu durchbrechen. Du kannst sie bewegen, wenn das gesamte Eis entfernt wurde.,Triez les objets pour briser les couches de glace. Vous pourrez les déplacer une fois la glace complètement disparue,Ordina gli oggetti per rompere gli strati di ghiaccio. Puoi spostarli solo dopo aver eliminato tutto il ghiaccio!,Отсортируйте предметы, чтобы разбить ледяные слои. Перемещать можно, когда весь лед исчезнет!,จัดไอเท็มเพื่อทลายน้ำแข็ง สามารถย้ายได้เมื่อแผ่นน้ำแข็งถูกทำลายทั้งหมด!,आइस लेयर तोड़ने के लिए वस्तुओं को छांटें। जब सारी बर्फ हट जाए तो आप उन्हें हिला सकते हैं।
Sort the bomb-tagged item within the number of moves shown on the bomb!,Text,,Sort the bomb-tagged item within the number of moves shown on the bomb!,Sắp xếp món có biểu tượng bom trong số lượt cho phép!,在炸弹显示的步数内排序带炸弹的物品！,폭탄에 표시된 횟수 안에 폭탄 아이템을 정리하세요!,ボムに表示された手数以内にボム付きアイテムを並べよう！,Organize o item marcado com bomba no número de movimentos indicados!,¡Ordena el objeto con bomba en el número de movimientos mostrados!,Rendezd a bombával jelölt tárgyat a megadott lépésszámon belül!,Bombalı etiketi olan öğeyi belirtilen hamle sayısında sırala!,Sortiere den bombenmarkierten Gegenstand innerhalb der durch die Bombe angegebenen Züge!,Triez l'objet marqué de la bombe dans le nombre de déplacements indiqués!,Ordina l’oggetto con la bomba nel numero di mosse indicato!,Отсортируйте предмет с бомбой за указанное количество ходов!,จัดไอเท็มที่มีเครื่องหมายระเบิดให้ครบภายในจำนวนครั้งที่กำหนด!,बम-चिह्नित वस्तु को बम पर दिखाए गए चालों के भीतर छांटें!
Sort the correct items shown on the lid to unlock this tray!,Text,,Sort the correct items shown on the lid to unlock this tray!,Sắp xếp đúng món trên nắp để mở khóa khay này!,按盖子上显示的物品正确排序以解锁托盘！,뚜껑에 표시된 아이템을 맞게 정리해 트레이를 여세요!,フタに表示されたアイテムを正しく並べてこのトレイを解除しよう！,Organize os itens corretos mostrados na tampa para desbloquear esta bandeja!,¡Ordena los objetos mostrados en la tapa para desbloquear esta bandeja!,Rendezd a fedélen látható helyes tárgyakat a tálca feloldásához!,Kapakta gösterilen doğru ürünleri sıralayıp tepsinin kilidini aç!,Sortiere die richtigen Gegenstände wie auf dem Deckel angezeigt, um dieses Tablett zu entsperren!,Triez les bons objets indiqués sur le couvercle pour déverrouiller ce plateau !,Ordina i giusti oggetti mostrati sul coperchio per sbloccare questo vassoio!,Отсортируйте нужные предметы, показанные на крышке, чтобы разблокировать этот поднос!,จัดเรียงไอเท็มที่ถูกต้องตามที่แสดงบนฝาเพื่อปลดล็อกถาดนี้!,ढक्कन पर दिखाए गए सही वस्तुओं को छांटें ताकि यह ट्रे अनलॉक हो सके!
Sort the items with matching key to unlock the locked tray!,Text,,Sort the items with matching key to unlock the locked tray!,Sắp xếp đúng vật có chìa khóa để mở khay khóa!,使用匹配钥匙的物品排序以解锁锁定托盘！,열쇠와 일치하는 아이템을 정리해 잠긴 트레이를 여세요!,鍵に対応するアイテムを並べてロックされたトレイを解除しよう！,Organize os itens com chave correspondente para desbloquear a bandeja trancada!,¡Ordena los objetos con llave correspondiente para desbloquear la bandeja bloqueada!,Rendezd a kulccsal rendelkező tárgyakat a zárt tálca feloldásához!,Anahtarlı eşyaları sıralayıp kilitli tepsiyi açın!,Sortiere die Gegenstände mit passendem Schlüssel, um das Tablett zu entsperren!,Triez les objets avec la clé correspondante pour déverrouiller le plateau verrouillé !,Ordina gli oggetti con la chiave corrispondente per sbloccare il vassoio bloccato!,Отсортируйте предметы с подходящим ключом, чтобы открыть заблокированный поднос!,จัดเรียงไอเท็มที่มีลูกกุญแจให้ตรงกันเพื่อปลดล็อกถาดที่ถูกล็อก!,मिलती हुई चाबी वाली वस्तुओं को छांटें ताकि लॉक की गई ट्रे अनलॉक हो सके!
Sound,Text,,Sound,Âm thanh,声音,사운드,サウンド,Som,Sonido,Hang,Ses,Ton,Son,Suono,Звук,เสียง,ध्वनि
Spatula,Text,,Spatula,Xẻng lật,铲子,주걱,スパチュラ,Espátula,Espátula,Spatula,Spatula,Spatel,Spatule,Spatola,Лопатка,พาย,स्पैटुला
Squid,Text,,Squid,Mực,鱿鱼,오징어,イカ,Lula,Calamar,Tintahal,Kalamar,Aal,Calmar,Calamaro,Кальмар,ปลาหมึก,स्क्विड
Star Chest,Text,,Star Chest,Rương sao,星箱,별 상자,スター チェスト,Chest à Étoiles,Cofre Estrella,Baule Stella,Cofre de Estrelas,Bau Estrela,Sternentruhe,Cofre de Estrelas,Baule delle Stelle,Сундук звёзд,กล่องดาว,सितारा चेस्ट
Starter,Text,,Starter,Khởi đầu,入门,스타터,スターター,Entrée,Principiante,Principiante,Iniciante,Início,Starter,Débutant,Principiante,Начальный,เริ่มต้น,स्टार्टर
Starter Bundle,Text,,Starter Bundle,Gói khởi đầu,新手礼包,스타터 번들,スターターバンドル,Coffret de Démarrage,Paquete Inicial,Pacchetto Iniziale,Pacote Inicial,Pacote Inicial,Starterpaket,Pack de Démarrage,Pacchetto Starter,Стартовый набор,ชุดเริ่มต้น,स्टार्टर बंडल
Steak,Text,,Steak,Bít tết,牛排,스테이크,ステーキ,Steak,Bistec,Bistecca,Bife,Bife,Steak,Steak,Bistecca,Стейк,สเต็ก,स्टेक
Strawberry,Text,,Strawberry,Dâu tây,草莓,딸기,いちご,Fraise,Fresa,Fragola,Morango,Morango,Erdbeere,Fraise,Fragola,Клубника,สตรอว์เบอร์รี่,स्ट्रॉबेरी
Sweets,Text,,Sweets,Đồ ngọt,甜食,과자,スイーツ,Bonbons,Dulces,Dolci,Doces,Doces,Süßigkeiten,Bonbons,Dolci,Сладости,ขนมหวาน,मिठाई
Tacos,Text,,Tacos,Bánh taco,玉米饼,타코,タコス,Tacos,Tacos,Tacos,Tacos,Tacos,Tacos,Tacos,Tacos,Тако,ทาโก้,टैकोस
Tap To Continue,Text,,Tap To Continue,Chạm để tiếp tục,点击继续,탭하여 계속,タップして続行,Touchez pour continuer,Toca para continuar,Tocca per continuare,Toque para continuar,Toque para continuar,Zum Fortfahren tippen,Touchez pour continuer,Tocca per continuare,Нажмите, чтобы продолжить,แตะเพื่อดำเนินการต่อ,जारी रखने के लिए टैप करें
Tea Bag,Text,,Tea Bag,Túi trà,茶包,티백,ティーバッグ,Sachet de thé,Bolsa de té,Bustina di tè,Saquinho de Chá,Saquinho de Chá,Teebeutel,Sachet de thé,Bustina di tè,Пакетик чая,ถุงชา,टी बैग
Tea Time,Text,,Tea Time,Giờ trà,茶歇时间,티타임,ティータイム,Heure du thé,Hora del té,Ora del tè,Hora do Chá,Hora do Chá,Teestunde,Heure du thé,Ora del tè,Чаепитие,เวลาดื่มชา,चाय का समय
Toaster,Text,,Toaster,Máy nướng bánh mì,烤面包机,토스터,トースター,Grille-pain,Tostadora, Tostapane,Torradeira,Torradeira,Toaster,Grille-pain,Tostapane,Тостер,เครื่องปิ้งขนมปัง,टॉस्टर
Trays on conveyor moves continuously!,Text,,Trays on conveyor moves continuously!,Các khay trên băng chuyền di chuyển liên tục!,传送带上的托盘会持续移动！,컨베이어 위의 트레이가 계속 움직입니다!,コンベア上のトレイは動き続けます！,Les plateaux sur le convoyeur bougent en continu !,¡Las bandejas en la cinta transportadora se mueven continuamente!,I vassoi sul nastro trasportatore si muovono continuamente!,As bandejas na esteira se movem continuamente!,As bandejas na esteira se movem continuamente!,Die Tabletts bewegen sich auf dem Förderband kontinuierlich!,Les plateaux sur le convoyeur bougent en continu !,I vassoi sul nastro trasportatore si muovono continuamente!,Лотки на конвейере двигаются непрерывно!,ถาดบนสายพานเคลื่อนที่อย่างต่อเนื่อง!,कॉन्वेयर की ट्रे लगातार चलती रहती हैं!
Ultra Bundle,Text,,Ultra Bundle,Gói tối thượng,终极礼包,울트라 번들,ウルトラバンドル,Coffret Ultra,Paquete Ultra,Pacchetto Ultra,Pacote Ultra,Pacote Ultra,Ultra-Paket,Pack Ultra,Pacchetto Ultra,Ультра-набор,แพ็คอัลตร้า,अल्ट्रा बंडल
Undo,Text,,Undo,Hoàn tác,撤销,실행 취소,元に戻す,Annuler,Deshacer,Annulla,Desfazer,Desfazer,Rückgängig machen,Annuler,Annulla,Отменить,ย้อนกลับ,पूर्ववत करें
Unlock another plate!,Text,,Unlock another plate!,Mở khóa thêm một đĩa!,解锁另一个盘子！,다른 접시를 잠금 해제하세요!,もう1枚皿をアンロック！,Débloquez une autre assiette !,¡Desbloquea otro plato!,Sblocca un altro piatto!,Desbloqueie outro prato!,Desbloqueie outro prato!,Schalte einen weiteren Teller frei!,Débloquez une autre assiette !,Sblocca un altro piatto!,Откройте еще одну тарелку!,ปลดล็อกจานอื่น!,एक और प्लेट अनलॉक करें!
Unlock another tray!,Text,,Unlock another tray!,Mở khóa thêm một khay!,解锁另一个托盘！,다른 트레이를 잠금 해제하세요!,もう1つトレイをアンロック！,Débloquez un autre plateau !,¡Desbloquea otra bandeja!,Sblocca un altro vassoio!,Desbloqueie outra bandeja!,Desbloqueie outra bandeja!,Schalte ein weiteres Tablett frei!,Débloquez un autre plateau !,Sblocca un altro vassoio!,Откройте еще один поднос!,ปลดล็อกถาดอื่น!,एक और ट्रे अनलॉक करें!
Unlock at level,Text,,Unlock at level {[VALUE]},Mở khóa ở cấp {[VALUE]},在 {[VALUE]} 级解锁,{[VALUE]} 레벨에서 잠금 해제,{[VALUE]} レベルでアンロック,Déverrouillez au niveau {[VALUE]},Desbloquea en el nivel {[VALUE]},Sblocca al livello {[VALUE]},Desbloquear no nível {[VALUE]},Desbloquear no nível {[VALUE]},Auf Stufe {[VALUE]} freischalten,Débloquez au niveau {[VALUE]},Sblocca al livello {[VALUE]},Откройте на уровне {[VALUE]},ปลดล็อกที่เลเวล {[VALUE]},लेवल {[VALUE]} पर अनलॉक करें
Unlock the tray!,Text,,Unlock the tray!,Mở khóa khay!,解锁托盘！,트레이 잠금 해제!,トレイをアンロック！,Déverrouillez le plateau !,¡Desbloquea la bandeja!,Sblocca il vassoio!,Desbloqueie a bandeja!,Desbloqueie a bandeja!,Schalte das Tablett frei!,Déverrouillez le plateau !,Sblocca il vassoio!,Откройте поднос!,ปลดล็อกถาด!,ट्रे अनलॉक करें!
Unlock!,Text,,Unlock!,Mở khóa!,解锁！,잠금 해제!,アンロック！,Déverrouiller!,¡Desbloquear!,Sblocca!,Desbloquear!,Desbloquear!,Freischalten!,Déverrouiller!,Sblocca!,Разблокировать!,ปลดล็อก!,अनलॉक करें!
Use your extra stars to open chest!,Text,,Use your extra stars to open chest!,Dùng sao dư để mở rương!,使用多余的星星来打开宝箱！,남은 별을 사용해 상자를 여세요!,余ったスターで宝箱を開けよう！,Utilisez vos étoiles supplémentaires pour ouvrir le coffre !,¡Usa tus estrellas extra para abrir el cofre!,Usa le stelle extra per aprire il forziere!,Use suas estrelas extras para abrir o baú!,Use suas estrelas extras para abrir o baú!,Benutze zusätzliche Sterne, um die Truhe zu öffnen!,Utilisez vos étoiles supplémentaires pour ouvrir le coffre !,Usa le stelle extra per aprire il forziere!,Используйте лишние звезды, чтобы открыть сундук!,ใช้ดาวพิเศษของคุณเพื่อเปิดกล่อง!,अपना अतिरिक्त सितारा चेस्ट खोलने के लिए इस्तेमाल करें!
Vending Tray,Text,,Vending Tray,Khay bán hàng,自动售货托盘,벤딩 트레이,ベンディングトレイ,Plateau de distribution,Bandeja expendedora,Vassoio distributore,Bandeja de vendas,Bandeja de vendas,Verkaufstablett,Plateau de vente,Vassoio distributore,Лоток с товарами,ถาดขายสินค้า,वेंडिंग ट्रे
Video Bar,Text,,Video Bar,Thanh video,视频栏,비디오 바,ビデオバー,Barre vidéo,Barra de vídeo,Barra video,Barra de vídeo,Barra de vídeo,Videoleiste,Barre vidéo,Barra video,Видеополоса,แถบวิดีโอ,वीडियो बार
Vietnamese,Text,,Vietnamese,Tiếng Việt,越南语,베트남어,ベトナム語,Vietnamien,Vietnamita,Vietnamita,Vietnamita,Vietnamita,Vietnamesisch,Vietnamien,Vietnamita,Вьетнамский,เวียดนาม,वियतनामी
WELL DONE!,Text,,WELL DONE!,Làm tốt lắm!,干得好！,잘했어요!,よくやった！,Bien joué !,¡Bien hecho!,Ben Fatto!,Muito bem!,Muito bem!,Gut gemacht!,Bien joué !,Ben Fatto!,Молодец!,ทำได้ดีมาก!,शानदार!
Waffle Maker,Text,,Waffle Maker,Máy làm bánh quế,华夫饼机,와플 기계,ワッフルメーカー,Gaufrier,Waflera,Macchina per waffle,Máquina de Waffle,Máquina de Waffle,Waffeleisen,Gaufrier,Macchina per waffle,Вафельница,เครื่องทำวาฟเฟิล,वॉफ़ल मेकर
Watch Ads,Text,,Watch Ads,Xem quảng cáo,观看广告,광고 시청,広告を見る,Regarder les publicités,Ver anuncios,Guarda annunci,Assista Anúncios,Assista Anúncios,Werbung ansehen,Regardez les publicités,Guarda gli annunci,Смотреть рекламу,ดูโฆษณา,विज्ञापन देखें
Watch Video,Text,,Watch Video,Xem video,观看视频,영상 시청,動画を見る,Regarder la vidéo,Ver video,Guarda video,Assistir vídeo,Assistir vídeo,Video ansehen,Regarder la vidéo,Guarda video,Посмотреть видео,ดูวิดีโอ,वीडियो देखें
Watch videos,Text,,Watch videos,Xem video,观看视频,영상 시청,動画を見る,Regarder les vidéos,Ver videos,Guarda video,Assistir vídeos,Assistir vídeos,Videos ansehen,Regardez les vidéos,Guarda video,Смотреть видео,ดูวิดีโอ,वीडियो देखें
Wine,Text,,Wine,Rượu vang,葡萄酒,와인,ワイン,Vin,Vino,Vino,Vinho,Vinho,Wein,Vin,Vino,Вино,ไวน์,वाइन
You don't have enough stars,Text,,You don't have enough stars,Bạn không đủ sao,你的星星不够,별이 부족합니다,スターが足りません,Vous n'avez pas assez d'étoiles,No tienes suficientes estrellas,Non hai abbastanza stelle,Você não tem estrelas suficientes,Você não tem estrelas suficientes,Du hast nicht genug Sterne,Vous n'avez pas assez d'étoiles,Non hai abbastanza stelle,У вас недостаточно звезд,คุณมีดาวไม่พอ,आपके पास पर्याप्त सितारे नहीं हैं
You have,Text,,You have,Bạn có,你拥有,보유 중,所持,Vous avez,Tienes,Hai,Você tem,Você tem,Du hast,Vous avez,Hai,У вас,คุณมี,आपके पास है
You have already received the reward,Text,,You have already received the reward,Bạn đã nhận phần thưởng rồi,您已领取奖励,이미 보상을 받았습니다,すでに報酬を受け取りました,Vous avez déjà reçu la récompense,Ya recibiste la recompensa,Hai già ricevuto il premio,Você já recebeu a recompensa,Você já recebeu a recompensa,Du hast die Belohnung bereits erhalten,Vous avez déjà reçu la récompense,Hai già ricevuto il premio,Вы уже получили награду,คุณได้รับรางวัลแล้ว,आपको इनाम मिल चुका है
You will lose a life!,Text,,You will lose a life!,Bạn sẽ mất một mạng!,你会失去一条命！,생명을 잃게 됩니다!,ライフを失います！,Vous allez perdre une vie !,¡Perderás una vida!,Perderai una vita!,Você perderá uma vida!,Você perderá uma vida!,Du wirst ein Leben verlieren!,Vous allez perdre une vie !,Perderai una vita!,Вы потеряете жизнь!,คุณจะเสียหนึ่งชีวิต!,आपकी एक लाइफ चली जाएगी!
You'll miss out on:,Text,,You'll miss out on:,Bạn sẽ bỏ lỡ:,你将错过：,놓치게 됩니다:,見逃します：,Vous manquerez :,Te lo perderás:,Ti perderai:,Você perderá:,Você perderá:,Du wirst verpassen:,Vous passerez à côté de :,Ti perderai:,Вы пропустите:,คุณจะพลาด:,आप चूक जाएंगे:
"Octochef","Text",,"Octochef","Octochef","章鱼厨师","옥토셰프","オクトシェフ","Octochef","¡Octochef!","Octochef","Octochef","Octochef","Octochef","Octochef","Октоповар","ออคโตเชฟ","ऑक्टोशेफ"
"Octochef moves after each match and blocks the tray it lands on!","Text",,"Octochef moves after each match and blocks the tray it lands on!","Octochef di chuyển sau mỗi lượt ghép và chặn khay mà nó đáp xuống!","章鱼厨师每次匹配后都会移动，并阻挡它停留的托盘！","옥토셰프는 매치할 때마다 이동하며 착지한 트레이를 막습니다!","オクトシェフはマッチのたびに移動し、着地したトレイをブロックします！","O Octochef se move após cada combinação e bloqueia a bandeja onde pousa!","¡Octochef se mueve después de cada combinación y bloquea la bandeja en la que cae!","Octochef bergerak setelah setiap pencocokan dan memblokir nampan tempat ia mendarat!","Octochef her eşleşmeden sonra hareket eder ve indiği tepsiyi engeller!","Octochef bewegt sich nach jedem Match und blockiert das Tablett, auf dem er landet!","Octochef se déplace après chaque correspondance et bloque le plateau sur lequel il atterrit !","Octochef si sposta dopo ogni abbinamento e blocca il vassoio su cui atterra!","Октоповар перемещается после каждого совпадения и блокирует поднос, на который приземляется!","ออคโตเชฟจะขยับหลังจากจับคู่แต่ละครั้งและบล็อกถาดที่มันตกลงไป!","ऑक्टोशेफ हर मैच के बाद चलता है और जिस ट्रे पर उतरता है उसे ब्लॉक कर देता है!"
"Wrapped Item","Text",,"Wrapped Item","Món được gói","包裹物品","포장된 아이템","包まれたアイテム","Item embrulhado","¡Objeto envuelto!","Item terbungkus","Sarılan Öğe","Verpackter Gegenstand","Objet emballé","Oggetto avvolto","Упакованный предмет","สิ่งของที่ถูกห่อ","लिपटा हुआ आइटम"
"Wrapped Item!!!","Text",,"Wrapped Item!!!","Món được gói!!!","包裹物品！！！","포장된 아이템!!!","包まれたアイテム!!!","Item embrulhado!!!","¡¡¡Objeto envuelto!!!","Item terbungkus!!!","Sarılan Öğe!!!","Verpackter Gegenstand!!!","Objet emballé!!!","Oggetto avvolto!!!","Упакованный предмет!!!","สิ่งของที่ถูกห่อ!!!","लिपटा हुआ आइटम!!!"
"Portuguese","Text",,"Portuguese","Tiếng Bồ Đào Nha","葡萄牙语","포르투갈어","ポルトガル語","Português","Español Portugués","Bahasa Portugis","Portekizce","Portugiesisch","Français Portugais","Italiano Portoghese","Португальский","โปรตุเกส","पुर्तगाली"
"Spanish","Text",,"Spanish","Tiếng Tây Ban Nha","西班牙语","스페인어","スペイン語","Espanhol","Español","Bahasa Spanyol","İspanyolca","Spanisch","Français Espagnol","Italiano Spagnolo","Испанский","สเปน","स्पेनिश"
"Indonesian","Text",,"Indonesian","Tiếng Indonesia","印尼语","인도네시아어","インドネシア語","Indonésio","Español Indonesio","Bahasa Indonesia","Endonezce","Indonesisch","Français Indonésien","Italiano Indonesiano","Индонезийский","อินโดนีเซีย","इंडोनेशियाई"
"Turkish","Text",,"Turkish","Tiếng Thổ Nhĩ Kỳ","土耳其语","터키어","トルコ語","Turco","Español Turco","Bahasa Turki","Türkçe","Türkisch","Français Turc","Italiano Turco","Турецкий","ตุรกี","तुर्की"
"German","Text",,"German","Tiếng Đức","德语","독일어","ドイツ語","Alemão","Español Alemán","Bahasa Jerman","Almanca","Deutsch","Français Allemand","Italiano Tedesco","Немецкий","เยอรมัน","जर्मन"
"French","Text",,"French","Tiếng Pháp","法语","프랑스어","フランス語","Francês","Español Francés","Bahasa Prancis","Fransızca","Französisch","Français","Italiano Francese","Французский","ฝรั่งเศส","फ़्रेंच"
"Italian","Text",,"Italian","Tiếng Ý","意大利语","이탈리아어","イタリア語","Italiano","Español Italiano","Bahasa Italia","İtalyanca","Italienisch","Français Italien","Italiano","Итальянский","อิตาลี","इतालवी"
"Russian","Text",,"Russian","Tiếng Nga","俄语","러시아어","ロシア語","Russo","Español Ruso","Bahasa Rusia","Rusça","Russisch","Français Russe","Italiano Russo","Русский","รัสเซีย","रूसी"
"Thai","Text",,"Thai","Tiếng Thái","泰语","태국어","タイ語","Tailandês","Español Tailandés","Bahasa Thailandia","Tayca","Thailändisch","Français Thaï","Italiano Tailandese","Тайский","ไทย","थाई"
"Hindi","Text",,"Hindi","Tiếng Hindi","印地语","힌디어","ヒンディー語","Híndi","Español Hindi","Bahasa Hindi","Hintçe","Hindi","Français Hindi","Italiano Hindi","Хинди","ฮินดี","हिन्दी"
